ISSN|area|titulo|estrato|anoBase
0103-7420|Interdisciplinar|Em Pauta (UFRGS. Impresso)|B1|2008
1807-8893|Interdisciplinar|Em Questão (UFRGS. Impresso)|B2|2008
1806-5023|Interdisciplinar|Em Tese (Florianópolis)|B5|2008
1519-7611|Interdisciplinar|Emancipação (UEPG. Impresso)|B2|2008
1080-6040|Interdisciplinar|Emerging Infectious Diseases (Print)|A1|2008
1809-0583|Interdisciplinar|Enciclopédia Biosfera|B5|2008
1676-5478|Interdisciplinar|Encontro (Santo André)|B5|2008
1518-2924|Interdisciplinar|Encontros Bibli|B3|2008
1136-6389|Interdisciplinar|Encuentro de la Cultura Cubana|C |2008
1815-3771|Interdisciplinar|Encuentros (Lima)|C |2008
1613-4796|Interdisciplinar|Endangered Species Research|C |2008
1863-5407|Interdisciplinar|Endangered Species Research (Print)|C |2008
1351-0088|Interdisciplinar|Endocrine-Related Cancer|A1|2008
1517-6932|Interdisciplinar|Endocrinologia & Diabetes Clínica e Experimental|B5|2008
1808-8759|Interdisciplinar|Energia na Agricultura (UNESP. Botucatú. CD-Rom)|B4|2008
0958-305X|Interdisciplinar|Energy & Environment (Brentwood)|B4|2008
0887-0624|Interdisciplinar|Energy & Fuels (Print)|A1|2008
0360-5442|Interdisciplinar|Energy (Oxford)|A1|2008
0378-7788|Interdisciplinar|Energy and Buildings|A1|2008
0196-8904|Interdisciplinar|Energy Conversion and Management|A1|2008
0140-9883|Interdisciplinar|Energy Economics|A1|2008
0301-4215|Interdisciplinar|Energy Policy|A1|2008

0090-8312|Interdisciplinar|Energy Sources (Cessou em 2005.)|B1|2008
1556-7036||Energy Sources. Part A, Recovery, Utilization, and Environmental Effects|B1|2008
1556-7249||Energy Sources. Part B, Economics, Planning, and Policy|B1|2008

0973-0826|Interdisciplinar|Energy Sustainable Development|B3|2008
1519-339X|Interdisciplinar|Enfermagem Atual (Rio de Janeiro)|B3|2008
1695-6141|Interdisciplinar|Enfermería Global|B3|2008
0214-0128|Interdisciplinar|Enfermería Integral|B2|2008
0100-6916|Interdisciplinar|Engenharia Agrícola (Impresso)|B1|2008
1809-0664|Interdisciplinar|Engenharia Ambiental (Online)|B5|2008
1678-2178|Interdisciplinar|Engenharia Ambiental (UNIPINHAL. Impresso)|B5|2008
0873-1152|Interdisciplinar|Engenharia Civil UM (Braga)|B5|2008
1516-9014|Interdisciplinar|Engenharia e Construção|B4|2008
1415-3025|Interdisciplinar|Engenharia Estudo e Pesquisa|B4|2008
0103-5185|Interdisciplinar|Engenharia Rural|B4|2008
1413-4152|Interdisciplinar|Engenharia Sanitária e Ambiental|A2|2008
1676-1790|Interdisciplinar|Engenharia Térmica|B4|2008
1415-7314|Interdisciplinar|Engevista (UFF)|B4|2008
0955-7997|Interdisciplinar|Engineering Analysis with Boundary Elements|A1|2008
0013-7952|Interdisciplinar|Engineering Geology|A2|2008
0141-0296|Interdisciplinar|Engineering Structures|A1|2008
1988-5040|Interdisciplinar|Enred (Salamanca)|C |2008
0104-4036|Interdisciplinar|Ensaio (Fundação Cesgranrio. Impresso)|B1|2008
1415-2150|Interdisciplinar|Ensaio: Pesquisa em Educação em Ciências (Impresso)|B1|2008
1415-6938|Interdisciplinar|Ensaios e Ciência (Campo Grande. Impresso)|B4|2008
0101-1723|Interdisciplinar|Ensaios FEE (Impresso)|B3|2008
1467-2227|Interdisciplinar|Enterprise & Society (Print)|B1|2008
0328-0381|Interdisciplinar|Entomología y Vectores|B1|2008
1676-8671|Interdisciplinar|Entre Passado e Futuro|B5|2008
1808-1010|Interdisciplinar|Entrelivros (São Paulo)|B4|2008
0013-9157|Interdisciplinar|Environment (Washington, D.C.)|A1|2008
0956-2478|Interdisciplinar|Environment and Urbanization|A1|2008
0160-4120|Interdisciplinar|Environment International|A1|2008
1387-585X|Interdisciplinar|Environment, Development and Sustainability|B2|2008
0924-6460|Interdisciplinar|Environmental & Resource Economics (Dordrecht)|A2|2008
0098-8472|Interdisciplinar|Environmental and Experimental Botany|A1|2008
0893-6692|Interdisciplinar|Environmental and Molecular Mutagenesis (Print)|A2|2008
1555-5267|Interdisciplinar|Environmental Bioindicators (Online)|B3|2008
0378-1909|Interdisciplinar|Environmental Biology of Fishes|A2|2008
0376-8929|Interdisciplinar|Environmental Conservation|A2|2008
0924-5405|Interdisciplinar|Environmental Fluid Mechanics (1982)|B1|2008
0269-4042|Interdisciplinar|Environmental Geochemistry and Health|A1|2008
0943-0105|Interdisciplinar|Environmental Geology (Berlin)|A1|2008
0091-6765|Interdisciplinar|Environmental Health Perspectives|A1|2008
1084-5453|Interdisciplinar|Environmental History|A2|2008
1939-4071|Interdisciplinar|Environmental Justice (Print)|B4|2008
0364-152X|Interdisciplinar|Environmental Management (New York)|A1|2008
1462-2912|Interdisciplinar|Environmental Microbiology (Print)|A1|2008
1364-8152|Interdisciplinar|Environmental Modelling & Software|A1|2008
0167-6369|Interdisciplinar|Environmental Monitoring and Assessment (Print)|A1|2008
0269-7491|Interdisciplinar|Environmental Pollution (1987)|A1|2008
1566-0745|Interdisciplinar|Environmental Pollution (London)|B4|2008

0278-4491|Interdisciplinar|Environmental Progress (Cessou em 2008)|A1|2008
1944-7442||Environmental Progress & Sustainable Energy|A1|2008

0013-9351|Interdisciplinar|Environmental Research (New York, N.Y. Print)|A1|2008
0959-3330|Interdisciplinar|Environmental Technology|A2|2008
1520-4081|Interdisciplinar|Environmental Toxicology (Print)|A1|2008
1180-4009|Interdisciplinar|EnvironMetrics (London. Ont.)|A2|2008
|Interdisciplinar|Envolverde|C |2008
0141-0229|Interdisciplinar|Enzyme and Microbial Technology|A2|2008
0096-3941|Interdisciplinar|Eos (Washington, D.C.)|B2|2008
1679-4974|Interdisciplinar|Epidemiologia e Serviços de Saúde|B3|2008
1044-3983|Interdisciplinar|Epidemiology (Cambridge, Mass., Print)|A1|2008
1531-5487|Interdisciplinar|Epidemiology (Online)|B2|2008
0950-2688|Interdisciplinar|Epidemiology and Infection (Print)|A2|2008
0013-9580|Interdisciplinar|Epilepsia (Copenhagen)|A2|2008
1525-5050|Interdisciplinar|Epilepsy & Behavior (Print)|A2|2008
0920-1211|Interdisciplinar|Epilepsy Research|B1|2008
0874-0437|Interdisciplinar|Episteme (Lisboa)|B4|2008
1413-5736|Interdisciplinar|Episteme (Porto Alegre)|B3|2008
1414-9354|Interdisciplinar|Episteme (Tubarão)|B5|2008
1518-2487|Interdisciplinar|Eptic (UFS)|B4|2008
1292-8119|Interdisciplinar|ESAIM Control Optimization and Calculus Variations|B2|2008
1262-3377|Interdisciplinar|ESAIM. Contrôle, Optimisation et Calcul des Variations|B1|2008
1270-900X|Interdisciplinar|ESAIM. Proceedings|B4|2008
1414-722X|Interdisciplinar|Esboços (UFSC)|B2|2008
1414-8145|Interdisciplinar|Escola Anna Nery|B2|2008
1981-5603|Interdisciplinar|Escritas (Goiânia)|C |2008
1807-2038|Interdisciplinar|Escritos (Curitiba)|C |2008
1981-626X|Interdisciplinar|Escritos (Fundação Casa de Rui Barbosa)|B4|2008
0046-2497|Interdisciplinar|Espace Géographique|B1|2008
0798-1015|Interdisciplinar|Espacios (Caracas)|B1|2008
0326-7946|Interdisciplinar|Espacios de Crítica y Producción|B5|2008
0103-7668|Interdisciplinar|Espaço (Rio de Janeiro. 1990)|B4|2008
1982-6524|Interdisciplinar|Espaço Ameríndio (UFRGS)|B3|2008
1413-3342|Interdisciplinar|Espaço e Cultura (UERJ)|B2|2008
1516-9375|Interdisciplinar|Espaço e Geografia (UnB)|B3|2008
1807-8575|Interdisciplinar|Espaço Energia|B5|2008
1517-7130|Interdisciplinar|Espaço para a Saúde (Online)|B3|2008
0104-7469|Interdisciplinar|Espaço Pedagógico|B4|2008
1517-5081|Interdisciplinar|Especiaria (UESC)|B5|2008
0717-6759|Interdisciplinar|Estado, Gobierno, Gestión Pública (Impresa)|C |2008
1982-8535|Interdisciplinar|Estados & Municípios|C |2008
1806-3144|Interdisciplinar|Estima (Sociedade Brasileira de Estomaterapia)|B5|2008

0160-8347|Interdisciplinar|Estuaries (Cessou em 2005)|A2|2008
1559-2723||Estuaries and Coasts|A2|2008

0272-7714|Interdisciplinar|Estuarine, Coastal and Shelf Science (Print)|A1|2008
0425-3442|Interdisciplinar|Estudios Agrarios|B5|2008
0716-0925|Interdisciplinar|Estudios Atacameños (Impresa)|C |2008
0251-2483|Interdisciplinar|Estudios Paraguayos|B4|2008
0327-5841|Interdisciplinar|Estudios y Perspectivas en Turismo|B2|2008
0104-7132|Interdisciplinar|Estudo & Debate (UNIVATES. Impresso)|C |2008
1516-6201|Interdisciplinar|Estudos (Brasília)|B5|2008
1983-781X|Interdisciplinar|Estudos (Goiânia. Online)|B5|2008
0103-0876|Interdisciplinar|Estudos (UCGO. Impresso)|B4|2008
0103-4014|Interdisciplinar|Estudos Avançados (USP. Impresso)|B1|2008
1808-1355|Interdisciplinar|Estudos da Línguagem (Impresso)|B5|2008
1982-4882|Interdisciplinar|Estudos de Direito Cooperativo e Cidadania (UFPR. Impresso)|C |2008
0870-1326|Interdisciplinar|Estudos de Economia|B3|2008
1518-0158|Interdisciplinar|Estudos de Literatura Brasileira Contemporânea|B1|2008
0100-3437|Interdisciplinar|Estudos de Psicanálise (Impresso)|B5|2008
0103-166X|Interdisciplinar|Estudos de Psicologia (PUCCAMP. Impresso)|B1|2008
1413-294X|Interdisciplinar|Estudos de Psicologia (UFRN)|B1|2008
1414-0144|Interdisciplinar|Estudos de Sociologia (São Paulo)|B2|2008
1413-4128|Interdisciplinar|Estudos do CEPE (UNISC)|B4|2008
1645-3530|Interdisciplinar|Estudos do Século XX|B4|2008
1982-9884|Interdisciplinar|Estudos do Trabalho|C |2008
1808-4281|Interdisciplinar|Estudos e Pesquisas em Psicologia (Online)|B3|2008
1676-3041|Interdisciplinar|Estudos e Pesquisas em Psicologia (UERJ. Impresso)|B2|2008
0101-4161|Interdisciplinar|Estudos Econômicos (USP. Impresso)|B1|2008
1414-4344|Interdisciplinar|Estudos Econômicos da Construção|B5|2008
0103-6831|Interdisciplinar|Estudos em Avaliação Educacional (Impresso)|B3|2008
0104-4249|Interdisciplinar|Estudos em Design (Impresso)|B3|2008
1806-6496|Interdisciplinar|Estudos em Jornalismo e Mídia (UFSC)|B3|2008
1413-7909|Interdisciplinar|Estudos em Saúde Coletiva|C |2008
1678-698X|Interdisciplinar|Estudos Geográficos (UNESP)|B3|2008
0103-2186|Interdisciplinar|Estudos Historicos (Rio de Janeiro)|A2|2008
0101-4064|Interdisciplinar|Estudos Ibero-Americanos (PUCRS. Impresso)|B2|2008
1517-2473|Interdisciplinar|Estudos Interdisciplinares sobre o Envelhecimento|B3|2008
1413-0939|Interdisciplinar|Estudos Linguísticos (São Paulo. 1978)|B3|2008
1413-0580|Interdisciplinar|Estudos Sociedade e Agricultura (UFRJ)|B2|2008
1808-7310|Interdisciplinar|Estudos Tecnológicos (Online)|B4|2008
0101-5303|Interdisciplinar|Estudos Tecnológicos (UNISINOS. Impresso)|B4|2008

1517-3615|Interdisciplinar|Estudos Tecnológicos. Engenharia (Cessou em 2003)|B5|2008

0101-3130|Interdisciplinar|Estudos Teológicos|B2|2008
1679-2734|Interdisciplinar|Et Cetera (Curitiba)|B4|2008
1676-2592|Interdisciplinar|ETD : Educação Temática Digital|B2|2008
1677-2954|Interdisciplinar|Ethic@ (UFSC)|B1|2008
1413-8093|Interdisciplinar|Ethica (UGF)|B3|2008
1807-7285|Interdisciplinar|Ética Revista|B5|2008
0873-6561|Interdisciplinar|Etnográfica (Lisboa)|A2|2008
1252-6851|Interdisciplinar|Etude et Gestion des Sols|B4|2008
1173-2571|Interdisciplinar|Eubios Journal of Asian and International Bioethics|B4|2008
0014-2336|Interdisciplinar|Euphytica (Wageningen)|A2|2008

1110-8657|Interdisciplinar|EURASIP Journal on Applied Signal Processing (Cessou em 2006)|B1|2008
1687-6172||EURASIP Journal on Advances in Signal Processing (Print)|B1|2008

0175-7571|Interdisciplinar|European Biophysics Journal|A2|2008
1018-8827|Interdisciplinar|European Child & Adolescent Psychiatry|A2|2008
|Interdisciplinar|European Geologist|B2|2008
0934-9723|Interdisciplinar|European Journal of Clinical Microbiology & Infectious Diseases (Print)|A2|2008
0954-3007|Interdisciplinar|European Journal of Clinical Nutrition|A2|2008
0195-6698|Interdisciplinar|European Journal of Combinatorics (Print)|A2|2008
0947-3580|Interdisciplinar|European Journal of Control|A2|2008
0304-3797|Interdisciplinar|European Journal of Engineering Education (Print)|B2|2008
0393-2990|Interdisciplinar|European Journal of Epidemiology|A2|2008
0392-2936|Interdisciplinar|European Journal of Gynaecological Oncology|B1|2008
1351-5101|Interdisciplinar|European Journal of Neurology (Print)|A2|2008
1619-7070|Interdisciplinar|European Journal of Nuclear Medicine and Molecular Imaging (Print)|A1|2008
0301-2115|Interdisciplinar|European Journal of Obstetrics, Gynecology, and Reproductive Biology|B1|2008
0377-2217|Interdisciplinar|European Journal of Operational Research|A1|2008
1434-193X|Interdisciplinar|European Journal of Organic Chemistry (Print)|A1|2008
0340-6199|Interdisciplinar|European Journal of Pediatrics|B1|2008
0928-0987|Interdisciplinar|European Journal of Pharmaceutical Sciences|A1|2008
0939-6411|Interdisciplinar|European Journal of Pharmaceutics and Biopharmaceutics|A1|2008
0014-2999|Interdisciplinar|European Journal of Pharmacology|A2|2008
1164-5563|Interdisciplinar|European Journal of Soil Biology|B1|2008
1351-0754|Interdisciplinar|European Journal of Soil Science (Print)|A1|2008
0967-2567|Interdisciplinar|European Journal of the History of Economic Thought (Print)|B1|2008
1078-5884|Interdisciplinar|European Journal of Vascular and Endovascular Surgery|B1|2008
0924-977X|Interdisciplinar|European Neuropsychopharmacology|A2|2008
1434-6044|Interdisciplinar|European Physical Journal C|A1|2008
1434-6001|Interdisciplinar|European Physical Journal. A, Hadrons and Nuclei (Print)|A2|2008
0014-3057|Interdisciplinar|European Polymer Journal|A1|2008
0924-9338|Interdisciplinar|European Psychiatry (Paris)|A2|2008
1128-3602|Interdisciplinar|European Review for Medical and Pharmacological Sciences|B3|2008
0295-5075|Interdisciplinar|Europhysics Letters (Print)|A2|2008
1982-6850|Interdisciplinar|Eutomia (Recife)|C |2008
1741-4288|Interdisciplinar|Evidence-Based Complementary and Alternative Medicine (Online)|B2|2008
1741-427X|Interdisciplinar|Evidence-Based Complementary and Alternative Medicine (Print)|A2|2008
1519-5287|Interdisciplinar|Evidência (UNOESC)|B3|2008
1980-6434|Interdisciplinar|Evocati Revista|C |2008
0014-3820|Interdisciplinar|Evolution (Lancaster, PA.)|A1|2008
0269-7653|Interdisciplinar|Evolutionary Ecology|A1|2008
1864-5909|Interdisciplinar|Evolutionary Intelligence (Print)|B5|2008
1678-5428|Interdisciplinar|Exacta (São Paulo. Impresso)|B5|2008
0168-8162|Interdisciplinar|Experimental & Applied Acarology|B1|2008
0014-4800|Interdisciplinar|Experimental and Molecular Pathology (Print)|B1|2008
1341-1357|Interdisciplinar|Experimental Animals|B1|2008
0531-5565|Interdisciplinar|Experimental Gerontology|A1|2008
0014-4894|Interdisciplinar|Experimental Parasitology|A2|2008
0958-0670|Interdisciplinar|Experimental Physiology (Print)|A2|2008
1472-8222|Interdisciplinar|Expert Opinion on Therapeutic Targets|A1|2008
0957-4174|Interdisciplinar|Expert Systems with Applications|A1|2008
1414-4190|Interdisciplinar|Expressa Extensão (UFPel)|C |2008
1519-7069|Interdisciplinar|Expressão (Guaxupé)|C |2008
1516-9340|Interdisciplinar|Expressão (Santa Maria)|B5|2008
1677-9037|Interdisciplinar|Extensão e Cultura (UFG)|C |2008
1982-4432|Interdisciplinar|Extensão em Foco (Curitiba)|C |2008
1415-7802|Interdisciplinar|Extensão Rural (Santa Maria)|B5|2008
1807-2429|Interdisciplinar|Extensão Rural e Desenvolvimento Sustentável|B5|2008
1807-0221|Interdisciplinar|Extensio (Florianópolis)|C |2008
1519-6895|Interdisciplinar|Extraprensa (USP)|B4|2008
1298-0404|Interdisciplinar|Face to Face (Bordeaux)|B4|2008
1516-6503|Interdisciplinar|FACEF Pesquisa|B4|2008
1517-8900|Interdisciplinar|Faces : Revista de Administração (Belo Horizonte. Impresso)|B3|2008
1676-8221|Interdisciplinar|FACOM (FAAP)|B5|2008
1806-6631|Interdisciplinar|Família e Comunidade (São Paulo)|C |2008
1980-8526|Interdisciplinar|Fatecnológica (FATEC-JAHU)|B5|2008
1414-0195|Interdisciplinar|Fator Gis (Curitiba)|B5|2008
1677-0439|Interdisciplinar|Faz Ciência (UNIOESTE. Impresso)|B4|2008
0014-5793|Interdisciplinar|FEBS Letters (Print)|A2|2008
0100-7254|Interdisciplinar|Femina (Rio de Janeiro)|B2|2008
0928-8244|Interdisciplinar|FEMS Immunology and Medical Microbiology (Print)|B1|2008
0378-1097|Interdisciplinar|FEMS Microbiology Letters|B1|2008
1567-1356|Interdisciplinar|FEMS Yeast Research|A2|2008
1806-5392|Interdisciplinar|Fênix (UFPE. Edição em português)|B4|2008
1807-6971|Interdisciplinar|Fênix (UFU. Online)|B2|2008
0308-0838|Interdisciplinar|Fern Gazette|B5|2008
0015-0282|Interdisciplinar|Fertility and Sterility|A1|2008
1743-0615|Interdisciplinar|Fieldwork in Religion (Print)|C |2008
1809-9238|Interdisciplinar|Filosofia (São Paulo)|B4|2008
0103-1880|Interdisciplinar|Filosofia Politica (UFRGS)|B3|2008
1519-5023|Interdisciplinar|Filosofia Unisinos (Impresso)|B2|2008
1982-2448|Interdisciplinar|Filosofia. Especial (São Paulo)|C |2008
1678-9555|Interdisciplinar|FISCOSoft|C |2008
0969-997X|Interdisciplinar|Fisheries Management and Ecology (Print)|A2|2008
0165-7836|Interdisciplinar|Fisheries Research|A2|2008
1518-9740|Interdisciplinar|Fisioterapia Brasil|B2|2008
1809-2950|Interdisciplinar|Fisioterapia e Pesquisa|B2|2008
0103-5150|Interdisciplinar|Fisioterapia em Movimento (PUCPR. Impresso)|B2|2008
1809-3469|Interdisciplinar|Fisioterapia Ser|B4|2008
1676-5133|Interdisciplinar|Fitness & Performance Journal (Online)|B3|2008

0100-4158|Interdisciplinar|Fitopatologia Brasileira (Impresso, Cessou em 2007)|B1|2008

0367-326X|Interdisciplinar|Fitoterapia (Milano, 1934. Cessou em 1960)|B1|2008
1971-5501||Fitoterapia. Edizione Medica|B1|2008

1971-5498|Interdisciplinar|Fitoterapia. Edizione Farmaceutica|C |2008
1971-551X||Fitoterapia (Milano, 1965)|C |2008

0882-5734|Interdisciplinar|Flavour and Fragrance Journal (Print)|B1|2008
1807-541X|Interdisciplinar|Floema (UESB)|B4|2008
|Interdisciplinar|Floov Visionary Design|C |2008
0367-2530|Interdisciplinar|Flora (Jena)|A2|2008
1982-4688|Interdisciplinar|Floresta (Online, Curitiba)|B4|2008
0015-3826|Interdisciplinar|Floresta (UFPR. Impresso)|B3|2008
1415-0980|Interdisciplinar|Floresta e Ambiente|B3|2008
0378-3812|Interdisciplinar|Fluid Phase Equilibria|A1|2008
1518-6652|Interdisciplinar|FMU Direito|C |2008

1518-2266|Interdisciplinar|FOA. Revista da Faculdade de Odontologia de Anápolis (Cessou em 2006)|B5|2008
1982-9590||RCO: Revista do Curso de Odontologia da UniEvangélica|B5|2008

0920-1297|Interdisciplinar|Focaal (Nijmegen)|B4|2008
0015-5454|Interdisciplinar|Folha Medica|B3|2008
0015-5713|Interdisciplinar|Folia Primatologica|B1|2008
0139-7893|Interdisciplinar|Folia Zoologica (Brno, Print)|B1|2008
1517-0632|Interdisciplinar|Fono Atual (São Paulo)|B4|2008
1516-8131|Interdisciplinar|Fonoaudiologia Brasil (Impresso)|B2|2008
1808-0715|Interdisciplinar|Fonte (Belo Horizonte)|B5|2008

0265-203X|Interdisciplinar|Food Additives and Contaminants (Cessou em 2008)|A1|2008
||Food Additives & Contaminants. Part B, Surveillance|A1|2008
||Food Additives & Contaminants. Part A, Chemistry, Analysis, Control, Exposure & Risk Assessment|A1|2008

0954-0105|Interdisciplinar|Food and Agricultural Immunology|B1|2008
0960-3085|Interdisciplinar|Food and Bioproducts Processing|B1|2008
0278-6915|Interdisciplinar|Food and Chemical Toxicology|A2|2008
0890-5436|Interdisciplinar|Food Biotechnology|B1|2008
0308-8146|Interdisciplinar|Food Chemistry|A2|2008
0956-7135|Interdisciplinar|Food Control|B1|2008
0268-005X|Interdisciplinar|Food Hydrocolloids|A2|2008
1330-9862|Interdisciplinar|Food Technology and Biotechnology|B1|2008
1071-1007|Interdisciplinar|Foot & Ankle International|B1|2008
0228-0671|Interdisciplinar|For the Learning of Mathematics|B4|2008
